invite_id,request_id,user_id.customer,user_id.provider,category_id,location_id,location,category,creation_time,sent_time,quote
13562,2695,3695,343,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/3/2013 2:48:22,8/3/2013 5:43:03,1
16140,3225,4225,908,28,3,"Chicago-Naperville-Elgin, IL-IN-WI",Food Truck or Cart Services,8/9/2013 1:04:28,8/9/2013 2:04:34,1
4740,940,1940,564,28,10,"Boston-Cambridge-Newton, MA-NH",Food Truck or Cart Services,7/12/2013 9:53:33,7/13/2013 3:25:45,0
17861,3582,4582,484,28,75,"Little Rock-North Little Rock-Conway, AR",Food Truck or Cart Services,8/14/2013 21:45:35,8/14/2013 23:29:19,1
12858,2563,3563,193,28,10,"Boston-Cambridge-Newton, MA-NH",Food Truck or Cart Services,8/1/2013 5:22:58,8/1/2013 6:04:18,1
13319,2650,3650,734,28,11,"San Francisco-Oakland-Fremont, CA",Food Truck or Cart Services,8/2/2013 7:19:49,8/2/2013 19:45:11,1
3381,673,1673,400,28,19,"St. Louis, MO-IL",Food Truck or Cart Services,7/9/2013 3:54:38,7/9/2013 4:29:48,0
15780,3151,4151,22,28,31,"Las Vegas-Henderson-Paradise, NV",Food Truck or Cart Services,8/8/2013 7:03:49,8/8/2013 16:11:23,1
6988,1388,2388,544,28,26,"Orlando-Kissimmee-Sanford, FL",Food Truck or Cart Services,7/17/2013 18:52:45,7/17/2013 20:14:36,1
21085,4247,5247,836,28,13,"Phoenix-Mesa-Scottsdale, AZ",Food Truck or Cart Services,8/22/2013 14:37:49,8/23/2013 3:32:33,1
13561,2695,3695,470,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/3/2013 2:48:22,8/3/2013 8:31:36,1
8430,1680,2680,908,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,7/22/2013 21:09:55,7/22/2013 23:02:48,1
24436,4925,5925,651,28,14,"Detroit-Warren-Dearborn, MI",Food Truck or Cart Services,8/31/2013 10:39:02,8/31/2013 16:42:41,0
16142,3225,4225,915,28,3,"Chicago-Naperville-Elgin, IL-IN-WI",Food Truck or Cart Services,8/9/2013 1:04:28,8/9/2013 1:28:48,0
13586,2701,3701,100,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/3/2013 8:06:29,8/3/2013 14:52:11,1
15496,3089,4089,699,28,36,"Nashville-Davidson-Murfreesboro-Franklin, TN",Food Truck or Cart Services,8/8/2013 20:53:50,8/9/2013 1:15:05,1
22732,4587,5587,564,28,4,"Dallas-Fort Worth-Arlington, TX",Food Truck or Cart Services,8/27/2013 19:58:49,8/27/2013 21:43:47,0
21086,4247,5247,406,28,13,"Phoenix-Mesa-Scottsdale, AZ",Food Truck or Cart Services,8/22/2013 14:37:49,8/22/2013 20:50:04,1
13318,2650,3650,157,28,11,"San Francisco-Oakland-Fremont, CA",Food Truck or Cart Services,8/2/2013 7:19:49,8/2/2013 8:33:37,0
21084,4247,5247,900,28,13,"Phoenix-Mesa-Scottsdale, AZ",Food Truck or Cart Services,8/22/2013 14:37:49,8/22/2013 17:47:18,0
6455,1273,2273,35,28,94,"Scranton-Wilkes-Barre-Hazleton, PA",Food Truck or Cart Services,7/16/2013 3:44:57,7/16/2013 4:55:54,1
11956,2373,3373,343,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,7/30/2013 15:42:19,7/30/2013 16:41:57,1
13557,2695,3695,100,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/3/2013 2:48:22,8/3/2013 3:46:06,1
17649,3539,4539,484,28,7,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Food Truck or Cart Services,8/13/2013 20:30:58,8/14/2013 3:39:57,1
11952,2373,3373,908,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,7/30/2013 15:42:19,7/31/2013 13:16:48,1
17818,3574,4574,470,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/14/2013 14:24:45,8/14/2013 16:39:05,1
13591,2701,3701,343,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/3/2013 8:06:29,8/3/2013 8:15:50,1
12859,2563,3563,100,28,10,"Boston-Cambridge-Newton, MA-NH",Food Truck or Cart Services,8/1/2013 5:22:58,8/1/2013 6:00:30,1
16145,3225,4225,765,28,3,"Chicago-Naperville-Elgin, IL-IN-WI",Food Truck or Cart Services,8/9/2013 1:04:28,8/9/2013 7:12:01,1
2509,499,1499,523,28,85,"Springfield, MA",Food Truck or Cart Services,7/7/2013 8:24:18,7/7/2013 14:53:41,1
12846,2560,3560,458,28,80,"Syracuse, NY",Food Truck or Cart Services,8/1/2013 7:03:49,8/1/2013 15:45:22,1
17653,3539,4539,625,28,7,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Food Truck or Cart Services,8/13/2013 20:30:58,8/13/2013 22:26:26,1
15336,3054,4054,961,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/7/2013 15:58:07,8/8/2013 17:44:51,0
15338,3054,4054,908,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/7/2013 15:58:07,8/7/2013 17:19:26,0
15497,3089,4089,564,28,36,"Nashville-Davidson-Murfreesboro-Franklin, TN",Food Truck or Cart Services,8/8/2013 20:53:50,8/8/2013 22:38:16,0
23988,4839,5839,745,28,8,"Miami-Fort Lauderdale-West Palm Beach, FL",Food Truck or Cart Services,8/30/2013 0:46:45,8/30/2013 4:08:38,1
13559,2695,3695,625,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/3/2013 2:48:22,8/3/2013 5:07:58,1
24434,4925,5925,473,28,14,"Detroit-Warren-Dearborn, MI",Food Truck or Cart Services,8/31/2013 10:39:02,8/31/2013 14:41:19,1
13556,2695,3695,961,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/3/2013 2:48:22,8/3/2013 5:41:04,0
21520,4334,5334,699,28,2,"Los Angeles-Long Beach-Anaheim, CA",Food Truck or Cart Services,8/23/2013 4:43:08,8/23/2013 6:48:08,0
17817,3574,4574,370,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/14/2013 14:24:45,8/14/2013 18:17:13,1
12847,2560,3560,868,28,80,"Syracuse, NY",Food Truck or Cart Services,8/1/2013 7:03:49,8/1/2013 7:36:53,1
14761,2939,3939,470,28,11,"San Francisco-Oakland-Fremont, CA",Food Truck or Cart Services,8/6/2013 15:36:31,8/6/2013 16:21:01,1
19109,3838,4838,869,28,14,"Detroit-Warren-Dearborn, MI",Food Truck or Cart Services,8/17/2013 3:42:18,8/17/2013 11:03:19,1
12860,2563,3563,327,28,10,"Boston-Cambridge-Newton, MA-NH",Food Truck or Cart Services,8/1/2013 5:22:58,8/1/2013 10:31:30,0
15342,3054,4054,343,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/7/2013 15:58:07,8/7/2013 20:26:46,1
13316,2650,3650,470,28,11,"San Francisco-Oakland-Fremont, CA",Food Truck or Cart Services,8/2/2013 7:19:49,8/2/2013 11:36:33,1
17151,3436,4436,732,28,12,"Riverside-San Bernardino-Ontario, CA",Food Truck or Cart Services,8/12/2013 8:40:14,8/12/2013 10:55:16,1
21521,4334,5334,398,28,2,"Los Angeles-Long Beach-Anaheim, CA",Food Truck or Cart Services,8/23/2013 4:43:08,8/23/2013 10:01:19,0
4739,940,1940,427,28,10,"Boston-Cambridge-Newton, MA-NH",Food Truck or Cart Services,7/12/2013 9:53:33,7/13/2013 1:40:09,1
18561,3727,4727,908,28,4,"Dallas-Fort Worth-Arlington, TX",Food Truck or Cart Services,8/16/2013 18:11:59,8/17/2013 13:20:38,0
12501,2489,3489,351,28,29,"Cleveland-Elyria, OH",Food Truck or Cart Services,7/31/2013 18:00:24,8/1/2013 5:04:40,1
15495,3089,4089,370,28,36,"Nashville-Davidson-Murfreesboro-Franklin, TN",Food Truck or Cart Services,8/8/2013 20:53:50,8/9/2013 3:05:06,1
13590,2701,3701,470,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/3/2013 8:06:29,8/3/2013 10:41:22,1
14558,2899,3899,765,28,22,"Pittsburgh, PA",Food Truck or Cart Services,8/6/2013 10:00:40,8/6/2013 10:42:55,0
17863,3582,4582,961,28,75,"Little Rock-North Little Rock-Conway, AR",Food Truck or Cart Services,8/14/2013 21:45:35,8/15/2013 0:03:22,1
15776,3151,4151,836,28,31,"Las Vegas-Henderson-Paradise, NV",Food Truck or Cart Services,8/8/2013 7:03:49,8/8/2013 8:30:11,0
17650,3539,4539,519,28,7,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Food Truck or Cart Services,8/13/2013 20:30:58,8/14/2013 12:00:16,1
21083,4247,5247,737,28,13,"Phoenix-Mesa-Scottsdale, AZ",Food Truck or Cart Services,8/22/2013 14:37:49,8/22/2013 21:08:34,0
17463,3500,4500,564,28,10,"Boston-Cambridge-Newton, MA-NH",Food Truck or Cart Services,8/13/2013 13:52:49,8/13/2013 14:35:18,1
21519,4334,5334,961,28,2,"Los Angeles-Long Beach-Anaheim, CA",Food Truck or Cart Services,8/23/2013 4:43:08,8/23/2013 6:10:15,1
15343,3054,4054,699,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/7/2013 15:58:07,8/7/2013 17:16:15,0
15779,3151,4151,336,28,31,"Las Vegas-Henderson-Paradise, NV",Food Truck or Cart Services,8/8/2013 7:03:49,8/8/2013 8:39:59,1
18565,3727,4727,564,28,4,"Dallas-Fort Worth-Arlington, TX",Food Truck or Cart Services,8/16/2013 18:11:59,8/16/2013 22:36:12,0
18928,3804,4804,521,28,79,"Colorado Springs, CO",Food Truck or Cart Services,8/17/2013 2:03:57,8/17/2013 2:46:06,1
16769,3359,4359,625,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/12/2013 17:56:42,8/12/2013 20:58:03,0
14763,2939,3939,157,28,11,"San Francisco-Oakland-Fremont, CA",Food Truck or Cart Services,8/6/2013 15:36:31,8/6/2013 17:24:40,0
17819,3574,4574,343,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/14/2013 14:24:45,8/14/2013 16:20:45,1
13588,2701,3701,625,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/3/2013 8:06:29,8/4/2013 14:00:59,1
15339,3054,4054,625,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/7/2013 15:58:07,8/7/2013 16:15:44,0
22589,4561,5561,100,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/26/2013 12:41:05,8/26/2013 13:35:31,1
18926,3804,4804,832,28,79,"Colorado Springs, CO",Food Truck or Cart Services,8/17/2013 2:03:57,8/17/2013 2:46:08,1
11953,2373,3373,625,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,7/30/2013 15:42:19,7/30/2013 18:03:05,0
22730,4587,5587,398,28,4,"Dallas-Fort Worth-Arlington, TX",Food Truck or Cart Services,8/27/2013 19:58:49,8/27/2013 23:18:58,1
17654,3539,4539,564,28,7,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Food Truck or Cart Services,8/13/2013 20:30:58,8/13/2013 20:51:08,0
16146,3225,4225,734,28,3,"Chicago-Naperville-Elgin, IL-IN-WI",Food Truck or Cart Services,8/9/2013 1:04:28,8/9/2013 11:22:11,1
17652,3539,4539,400,28,7,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Food Truck or Cart Services,8/13/2013 20:30:58,8/13/2013 23:39:32,0
13558,2695,3695,908,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/3/2013 2:48:22,8/3/2013 6:53:15,0
2508,499,1499,193,28,85,"Springfield, MA",Food Truck or Cart Services,7/7/2013 8:24:18,7/7/2013 13:05:08,0
13592,2701,3701,699,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/3/2013 8:06:29,8/3/2013 9:29:34,1
13587,2701,3701,908,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/3/2013 8:06:29,8/3/2013 10:27:36,0
14762,2939,3939,745,28,11,"San Francisco-Oakland-Fremont, CA",Food Truck or Cart Services,8/6/2013 15:36:31,8/6/2013 17:10:45,1
13317,2650,3650,745,28,11,"San Francisco-Oakland-Fremont, CA",Food Truck or Cart Services,8/2/2013 7:19:49,8/2/2013 13:36:02,1
12863,2563,3563,564,28,10,"Boston-Cambridge-Newton, MA-NH",Food Truck or Cart Services,8/1/2013 5:22:58,8/1/2013 5:54:50,1
22588,4561,5561,961,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/26/2013 12:41:05,8/26/2013 15:34:08,1
19108,3838,4838,651,28,14,"Detroit-Warren-Dearborn, MI",Food Truck or Cart Services,8/17/2013 3:42:18,8/17/2013 9:44:11,1
21522,4334,5334,374,28,2,"Los Angeles-Long Beach-Anaheim, CA",Food Truck or Cart Services,8/23/2013 4:43:08,8/23/2013 6:02:49,1
2512,499,1499,505,28,85,"Springfield, MA",Food Truck or Cart Services,7/7/2013 8:24:18,7/7/2013 8:50:08,1
8428,1680,2680,961,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,7/22/2013 21:09:55,7/23/2013 1:05:22,1
24437,4925,5925,869,28,14,"Detroit-Warren-Dearborn, MI",Food Truck or Cart Services,8/31/2013 10:39:02,8/31/2013 11:01:21,0
22591,4561,5561,625,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/26/2013 12:41:05,8/26/2013 15:19:51,0
13314,2650,3650,521,28,11,"San Francisco-Oakland-Fremont, CA",Food Truck or Cart Services,8/2/2013 7:19:49,8/2/2013 11:30:14,0
14758,2939,3939,193,28,11,"San Francisco-Oakland-Fremont, CA",Food Truck or Cart Services,8/6/2013 15:36:31,8/6/2013 20:00:03,1
12500,2489,3489,869,28,29,"Cleveland-Elyria, OH",Food Truck or Cart Services,7/31/2013 18:00:24,7/31/2013 21:07:39,1
15777,3151,4151,519,28,31,"Las Vegas-Henderson-Paradise, NV",Food Truck or Cart Services,8/8/2013 7:03:49,8/8/2013 7:41:42,1
6991,1388,2388,699,28,26,"Orlando-Kissimmee-Sanford, FL",Food Truck or Cart Services,7/17/2013 18:52:45,7/19/2013 8:16:34,1
17651,3539,4539,398,28,7,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Food Truck or Cart Services,8/13/2013 20:30:58,8/13/2013 23:32:48,1
16139,3225,4225,618,28,3,"Chicago-Naperville-Elgin, IL-IN-WI",Food Truck or Cart Services,8/9/2013 1:04:28,8/9/2013 3:08:29,0
15778,3151,4151,458,28,31,"Las Vegas-Henderson-Paradise, NV",Food Truck or Cart Services,8/8/2013 7:03:49,8/8/2013 8:29:09,0
22590,4561,5561,908,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/26/2013 12:41:05,8/26/2013 15:37:21,0
12864,2563,3563,765,28,10,"Boston-Cambridge-Newton, MA-NH",Food Truck or Cart Services,8/1/2013 5:22:58,8/1/2013 13:22:48,1
22734,4587,5587,505,28,4,"Dallas-Fort Worth-Arlington, TX",Food Truck or Cart Services,8/27/2013 19:58:49,8/28/2013 4:18:01,1
8429,1680,2680,100,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,7/22/2013 21:09:55,7/22/2013 23:26:57,1
22729,4587,5587,653,28,4,"Dallas-Fort Worth-Arlington, TX",Food Truck or Cart Services,8/27/2013 19:58:49,8/27/2013 20:37:37,0
11950,2373,3373,961,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,7/30/2013 15:42:19,7/30/2013 16:19:52,1
14556,2899,3899,653,28,22,"Pittsburgh, PA",Food Truck or Cart Services,8/6/2013 10:00:40,8/6/2013 10:36:55,1
13315,2650,3650,523,28,11,"San Francisco-Oakland-Fremont, CA",Food Truck or Cart Services,8/2/2013 7:19:49,8/2/2013 9:50:23,0
13563,2695,3695,699,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/3/2013 2:48:22,8/3/2013 12:42:37,1
12861,2563,3563,745,28,10,"Boston-Cambridge-Newton, MA-NH",Food Truck or Cart Services,8/1/2013 5:22:58,8/1/2013 7:10:14,0
3384,673,1673,732,28,19,"St. Louis, MO-IL",Food Truck or Cart Services,7/9/2013 3:54:38,7/9/2013 8:33:48,0
2510,499,1499,30,28,85,"Springfield, MA",Food Truck or Cart Services,7/7/2013 8:24:18,7/7/2013 10:42:03,0
6990,1388,2388,505,28,26,"Orlando-Kissimmee-Sanford, FL",Food Truck or Cart Services,7/17/2013 18:52:45,7/17/2013 21:30:36,1
16767,3359,4359,100,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/12/2013 17:56:42,8/12/2013 22:15:27,0
16772,3359,4359,343,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/12/2013 17:56:42,8/12/2013 23:05:09,1
22593,4561,5561,470,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/26/2013 12:41:05,8/27/2013 8:04:36,1
16771,3359,4359,470,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/12/2013 17:56:42,8/13/2013 10:12:20,1
16143,3225,4225,470,28,3,"Chicago-Naperville-Elgin, IL-IN-WI",Food Truck or Cart Services,8/9/2013 1:04:28,8/9/2013 4:07:29,1
22728,4587,5587,908,28,4,"Dallas-Fort Worth-Arlington, TX",Food Truck or Cart Services,8/27/2013 19:58:49,8/27/2013 21:22:03,1
8434,1680,2680,343,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,7/22/2013 21:09:55,7/23/2013 3:57:11,0
22594,4561,5561,343,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/26/2013 12:41:05,8/26/2013 15:37:24,0
18567,3727,4727,505,28,4,"Dallas-Fort Worth-Arlington, TX",Food Truck or Cart Services,8/16/2013 18:11:59,8/16/2013 18:47:45,1
15782,3151,4151,157,28,31,"Las Vegas-Henderson-Paradise, NV",Food Truck or Cart Services,8/8/2013 7:03:49,8/8/2013 11:52:57,0
7619,1513,2513,732,28,46,"Hartford-West Hartford-East Hartford, CT",Food Truck or Cart Services,7/19/2013 18:09:15,7/19/2013 21:08:47,0
17820,3574,4574,699,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/14/2013 14:24:45,8/14/2013 21:01:47,1
4737,940,1940,327,28,10,"Boston-Cambridge-Newton, MA-NH",Food Truck or Cart Services,7/12/2013 9:53:33,7/12/2013 11:05:18,0
20982,4227,5227,100,28,9,"Atlanta-Sandy Springs-Roswell, GA",Food Truck or Cart Services,8/22/2013 19:38:12,8/22/2013 21:51:58,0
17146,3436,4436,900,28,12,"Riverside-San Bernardino-Ontario, CA",Food Truck or Cart Services,8/12/2013 8:40:14,8/12/2013 15:31:19,1
16773,3359,4359,699,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/12/2013 17:56:42,8/13/2013 5:53:17,1
12862,2563,3563,427,28,10,"Boston-Cambridge-Newton, MA-NH",Food Truck or Cart Services,8/1/2013 5:22:58,8/1/2013 9:03:05,1
22733,4587,5587,406,28,4,"Dallas-Fort Worth-Arlington, TX",Food Truck or Cart Services,8/27/2013 19:58:49,8/27/2013 21:43:21,1
6454,1273,2273,50,28,94,"Scranton-Wilkes-Barre-Hazleton, PA",Food Truck or Cart Services,7/16/2013 3:44:57,7/16/2013 9:10:05,1
18927,3804,4804,193,28,79,"Colorado Springs, CO",Food Truck or Cart Services,8/17/2013 2:03:57,8/17/2013 16:55:26,0
14555,2899,3899,427,28,22,"Pittsburgh, PA",Food Truck or Cart Services,8/6/2013 10:00:40,8/6/2013 10:35:55,1
17816,3574,4574,625,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/14/2013 14:24:45,8/14/2013 20:19:30,1
17147,3436,4436,745,28,12,"Riverside-San Bernardino-Ontario, CA",Food Truck or Cart Services,8/12/2013 8:40:14,8/12/2013 13:16:37,1
17814,3574,4574,100,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/14/2013 14:24:45,8/15/2013 16:05:16,1
15498,3089,4089,351,28,36,"Nashville-Davidson-Murfreesboro-Franklin, TN",Food Truck or Cart Services,8/8/2013 20:53:50,8/8/2013 22:45:39,1
4735,940,1940,193,28,10,"Boston-Cambridge-Newton, MA-NH",Food Truck or Cart Services,7/12/2013 9:53:33,7/12/2013 14:24:01,1
14759,2939,3939,521,28,11,"San Francisco-Oakland-Fremont, CA",Food Truck or Cart Services,8/6/2013 15:36:31,8/6/2013 17:08:39,1
3383,673,1673,699,28,19,"St. Louis, MO-IL",Food Truck or Cart Services,7/9/2013 3:54:38,7/9/2013 6:39:41,1
14760,2939,3939,523,28,11,"San Francisco-Oakland-Fremont, CA",Food Truck or Cart Services,8/6/2013 15:36:31,8/6/2013 20:08:40,0
3382,673,1673,564,28,19,"St. Louis, MO-IL",Food Truck or Cart Services,7/9/2013 3:54:38,7/9/2013 4:45:36,1
3379,673,1673,327,28,19,"St. Louis, MO-IL",Food Truck or Cart Services,7/9/2013 3:54:38,7/9/2013 4:17:23,0
12848,2560,3560,406,28,80,"Syracuse, NY",Food Truck or Cart Services,8/1/2013 7:03:49,8/1/2013 9:39:58,0
20981,4227,5227,523,28,9,"Atlanta-Sandy Springs-Roswell, GA",Food Truck or Cart Services,8/22/2013 19:38:12,8/22/2013 21:12:46,0
22595,4561,5561,699,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/26/2013 12:41:05,8/26/2013 15:37:06,0
8433,1680,2680,470,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,7/22/2013 21:09:55,7/23/2013 7:31:13,1
3385,673,1673,734,28,19,"St. Louis, MO-IL",Food Truck or Cart Services,7/9/2013 3:54:38,7/9/2013 5:30:08,0
18563,3727,4727,398,28,4,"Dallas-Fort Worth-Arlington, TX",Food Truck or Cart Services,8/16/2013 18:11:59,8/16/2013 23:03:57,1
17150,3436,4436,343,28,12,"Riverside-San Bernardino-Ontario, CA",Food Truck or Cart Services,8/12/2013 8:40:14,8/12/2013 14:47:12,1
20407,4114,5114,961,28,2,"Los Angeles-Long Beach-Anaheim, CA",Food Truck or Cart Services,8/21/2013 23:50:18,8/22/2013 2:24:25,0
20984,4227,5227,22,28,9,"Atlanta-Sandy Springs-Roswell, GA",Food Truck or Cart Services,8/22/2013 19:38:12,8/22/2013 22:09:25,0
15340,3054,4054,370,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/7/2013 15:58:07,8/7/2013 17:29:19,1
24435,4925,5925,338,28,14,"Detroit-Warren-Dearborn, MI",Food Truck or Cart Services,8/31/2013 10:39:02,8/31/2013 11:26:01,1
19107,3838,4838,338,28,14,"Detroit-Warren-Dearborn, MI",Food Truck or Cart Services,8/17/2013 3:42:18,8/17/2013 11:00:57,1
20410,4114,5114,374,28,2,"Los Angeles-Long Beach-Anaheim, CA",Food Truck or Cart Services,8/21/2013 23:50:18,8/22/2013 1:18:13,1
17464,3500,4500,765,28,10,"Boston-Cambridge-Newton, MA-NH",Food Truck or Cart Services,8/13/2013 13:52:49,8/13/2013 20:33:59,0
8431,1680,2680,625,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,7/22/2013 21:09:55,7/23/2013 23:20:13,1
13313,2650,3650,193,28,11,"San Francisco-Oakland-Fremont, CA",Food Truck or Cart Services,8/2/2013 7:19:49,8/2/2013 10:36:52,1
4741,940,1940,765,28,10,"Boston-Cambridge-Newton, MA-NH",Food Truck or Cart Services,7/12/2013 9:53:33,7/12/2013 10:21:16,0
4736,940,1940,100,28,10,"Boston-Cambridge-Newton, MA-NH",Food Truck or Cart Services,7/12/2013 9:53:33,7/12/2013 16:25:02,1
14764,2939,3939,734,28,11,"San Francisco-Oakland-Fremont, CA",Food Truck or Cart Services,8/6/2013 15:36:31,8/6/2013 16:38:11,1
2511,499,1499,473,28,85,"Springfield, MA",Food Truck or Cart Services,7/7/2013 8:24:18,7/7/2013 9:13:30,1
20980,4227,5227,699,28,9,"Atlanta-Sandy Springs-Roswell, GA",Food Truck or Cart Services,8/22/2013 19:38:12,8/22/2013 22:59:27,0
17462,3500,4500,427,28,10,"Boston-Cambridge-Newton, MA-NH",Food Truck or Cart Services,8/13/2013 13:52:49,8/13/2013 18:47:41,0
16768,3359,4359,908,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/12/2013 17:56:42,8/12/2013 21:40:49,1
3378,673,1673,961,28,19,"St. Louis, MO-IL",Food Truck or Cart Services,7/9/2013 3:54:38,7/9/2013 6:45:16,0
22731,4587,5587,367,28,4,"Dallas-Fort Worth-Arlington, TX",Food Truck or Cart Services,8/27/2013 19:58:49,8/27/2013 21:42:58,1
17656,3539,4539,351,28,7,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Food Truck or Cart Services,8/13/2013 20:30:58,8/14/2013 4:44:59,1
13560,2695,3695,370,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/3/2013 2:48:22,8/3/2013 7:31:08,1
16770,3359,4359,370,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/12/2013 17:56:42,8/12/2013 20:51:07,1
20983,4227,5227,653,28,9,"Atlanta-Sandy Springs-Roswell, GA",Food Truck or Cart Services,8/22/2013 19:38:12,8/22/2013 19:59:38,0
14552,2899,3899,961,28,22,"Pittsburgh, PA",Food Truck or Cart Services,8/6/2013 10:00:40,8/6/2013 10:17:24,0
18564,3727,4727,367,28,4,"Dallas-Fort Worth-Arlington, TX",Food Truck or Cart Services,8/16/2013 18:11:59,8/16/2013 22:34:10,1
6987,1388,2388,832,28,26,"Orlando-Kissimmee-Sanford, FL",Food Truck or Cart Services,7/17/2013 18:52:45,7/17/2013 19:32:35,1
8435,1680,2680,699,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,7/22/2013 21:09:55,7/22/2013 22:35:34,1
14554,2899,3899,618,28,22,"Pittsburgh, PA",Food Truck or Cart Services,8/6/2013 10:00:40,8/6/2013 13:13:24,0
18560,3727,4727,193,28,4,"Dallas-Fort Worth-Arlington, TX",Food Truck or Cart Services,8/16/2013 18:11:59,8/17/2013 17:21:30,0
22592,4561,5561,370,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/26/2013 12:41:05,8/26/2013 16:34:49,1
14557,2899,3899,370,28,22,"Pittsburgh, PA",Food Truck or Cart Services,8/6/2013 10:00:40,8/6/2013 22:08:57,1
24438,4925,5925,927,28,14,"Detroit-Warren-Dearborn, MI",Food Truck or Cart Services,8/31/2013 10:39:02,8/31/2013 16:34:47,1
16766,3359,4359,961,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/12/2013 17:56:42,8/12/2013 20:29:36,0
17815,3574,4574,908,28,1,"New York-Newark-Jersey City, NY-NJ-PA",Food Truck or Cart Services,8/14/2013 14:24:45,8/14/2013 15:20:07,0
